country_code,country_name,indicator_id,indicator_name,index_id,index_name,value,year
FRA,France,abr,"Adolescent Birth Rate (births per 1,000 women ages 15-19)",GII,Gender Inequality Index,9.407,2020
FRA,France,abr,"Adolescent Birth Rate (births per 1,000 women ages 15-19)",GII,Gender Inequality Index,9.529,2021
FRA,France,abr,"Adolescent Birth Rate (births per 1,000 women ages 15-19)",GII,Gender Inequality Index,9.442,2022
FRA,France,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,6.974,1990
FRA,France,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,7.375,1991
FRA,France,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,7.170,1992
FRA,France,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,6.808,1993
FRA,France,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,6.667,1994
FRA,France,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,6.730,1995
FRA,France,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,6.992,1996
FRA,France,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,6.838,1997
FRA,France,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,7.127,1998
FRA,France,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,7.067,1999
FRA,France,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,6.929,2000
FRA,France,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,6.965,2001
FRA,France,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,6.845,2002
FRA,France,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,6.906,2003
FRA,France,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,6.882,2004
FRA,France,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,6.877,2005
FRA,France,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,6.670,2006
FRA,France,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,6.460,2007
FRA,France,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,6.309,2008
FRA,France,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,5.974,2009
FRA,France,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,6.030,2010
FRA,France,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,5.641,2011
FRA,France,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,5.651,2012
FRA,France,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,5.660,2013
FRA,France,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,5.143,2014
FRA,France,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,5.194,2015
FRA,France,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,5.220,2016
FRA,France,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,5.252,2017
FRA,France,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,5.011,2018
FRA,France,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,4.898,2019
FRA,France,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,4.366,2020
FRA,France,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,4.754,2021
FRA,France,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,4.754,2022
FRA,France,coef_ineq,Coefficient of human inequality,IHDI,Inequality-adjusted Human Development Index,10.097,2010
FRA,France,coef_ineq,Coefficient of human inequality,IHDI,Inequality-adjusted Human Development Index,9.850,2011
FRA,France,coef_ineq,Coefficient of human inequality,IHDI,Inequality-adjusted Human Development Index,9.586,2012
FRA,France,coef_ineq,Coefficient of human inequality,IHDI,Inequality-adjusted Human Development Index,9.096,2013
FRA,France,coef_ineq,Coefficient of human inequality,IHDI,Inequality-adjusted Human Development Index,9.431,2014
FRA,France,coef_ineq,Coefficient of human inequality,IHDI,Inequality-adjusted Human Development Index,9.314,2015
FRA,France,coef_ineq,Coefficient of human inequality,IHDI,Inequality-adjusted Human Development Index,9.327,2016
FRA,France,coef_ineq,Coefficient of human inequality,IHDI,Inequality-adjusted Human Development Index,9.907,2017
FRA,France,coef_ineq,Coefficient of human inequality,IHDI,Inequality-adjusted Human Development Index,10.255,2018
FRA,France,coef_ineq,Coefficient of human inequality,IHDI,Inequality-adjusted Human Development Index,10.352,2019
FRA,France,coef_ineq,Coefficient of human inequality,IHDI,Inequality-adjusted Human Development Index,9.692,2020
FRA,France,coef_ineq,Coefficient of human inequality,IHDI,Inequality-adjusted Human Development Index,9.340,2021
FRA,France,coef_ineq,Coefficient of human inequality,IHDI,Inequality-adjusted Human Development Index,9.767,2022
FRA,France,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,11.266,1990
FRA,France,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,11.139,1991
FRA,France,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,11.042,1992
FRA,France,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,10.507,1993
FRA,France,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,10.558,1994
FRA,France,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,10.736,1995
FRA,France,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,10.911,1996
FRA,France,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,10.489,1997
FRA,France,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,11.269,1998
FRA,France,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,11.570,1999
FRA,France,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,11.730,2000
FRA,France,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,11.570,2001
FRA,France,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,11.412,2002
FRA,France,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,11.489,2003
FRA,France,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,11.847,2004
FRA,France,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,12.083,2005
FRA,France,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,11.913,2006
FRA,France,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,12.100,2007
FRA,France,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,11.517,2008
FRA,France,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,10.743,2009
FRA,France,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,10.682,2010
FRA,France,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,10.520,2011
FRA,France,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,10.056,2012
FRA,France,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,10.135,2013
FRA,France,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,9.753,2014
FRA,France,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,9.406,2015
FRA,France,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,9.487,2016
FRA,France,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,9.455,2017
FRA,France,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,9.524,2018
FRA,France,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,9.061,2019
FRA,France,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,8.778,2020
FRA,France,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,9.492,2021
FRA,France,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,9.560,2022
FRA,France,eys,Expected Years of Schooling (years),HDI,Human Development Index,13.984,1990
FRA,France,eys,Expected Years of Schooling (years),HDI,Human Development Index,14.469,1991
FRA,France,eys,Expected Years of Schooling (years),HDI,Human Development Index,14.699,1992
FRA,France,eys,Expected Years of Schooling (years),HDI,Human Development Index,14.814,1993
FRA,France,eys,Expected Years of Schooling (years),HDI,Human Development Index,15.644,1994
FRA,France,eys,Expected Years of Schooling (years),HDI,Human Development Index,15.773,1995
FRA,France,eys,Expected Years of Schooling (years),HDI,Human Development Index,15.860,1996
FRA,France,eys,Expected Years of Schooling (years),HDI,Human Development Index,15.819,1997
FRA,France,eys,Expected Years of Schooling (years),HDI,Human Development Index,15.762,1998
FRA,France,eys,Expected Years of Schooling (years),HDI,Human Development Index,15.723,1999
FRA,France,eys,Expected Years of Schooling (years),HDI,Human Development Index,14.937,2000
FRA,France,eys,Expected Years of Schooling (years),HDI,Human Development Index,14.852,2001
FRA,France,eys,Expected Years of Schooling (years),HDI,Human Development Index,14.783,2002
FRA,France,eys,Expected Years of Schooling (years),HDI,Human Development Index,14.869,2003
FRA,France,eys,Expected Years of Schooling (years),HDI,Human Development Index,14.855,2004
FRA,France,eys,Expected Years of Schooling (years),HDI,Human Development Index,15.433,2005
FRA,France,eys,Expected Years of Schooling (years),HDI,Human Development Index,15.418,2006
FRA,France,eys,Expected Years of Schooling (years),HDI,Human Development Index,15.352,2007
FRA,France,eys,Expected Years of Schooling (years),HDI,Human Development Index,15.298,2008
FRA,France,eys,Expected Years of Schooling (years),HDI,Human Development Index,15.272,2009
FRA,France,eys,Expected Years of Schooling (years),HDI,Human Development Index,15.381,2010
FRA,France,eys,Expected Years of Schooling (years),HDI,Human Development Index,15.417,2011
FRA,France,eys,Expected Years of Schooling (years),HDI,Human Development Index,15.489,2012
FRA,France,eys,Expected Years of Schooling (years),HDI,Human Development Index,15.461,2013
FRA,France,eys,Expected Years of Schooling (years),HDI,Human Development Index,15.442,2014
FRA,France,eys,Expected Years of Schooling (years),HDI,Human Development Index,15.514,2015
FRA,France,eys,Expected Years of Schooling (years),HDI,Human Development Index,15.623,2016
FRA,France,eys,Expected Years of Schooling (years),HDI,Human Development Index,15.740,2017
FRA,France,eys,Expected Years of Schooling (years),HDI,Human Development Index,15.844,2018
FRA,France,eys,Expected Years of Schooling (years),HDI,Human Development Index,15.868,2019
FRA,France,eys,Expected Years of Schooling (years),HDI,Human Development Index,15.933,2020
FRA,France,eys,Expected Years of Schooling (years),HDI,Human Development Index,15.988,2021
FRA,France,eys,Expected Years of Schooling (years),HDI,Human Development Index,15.988,2022
FRA,France,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,14.280,1990
FRA,France,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,14.778,1991
FRA,France,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,15.023,1992
FRA,France,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,15.153,1993
FRA,France,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,15.841,1994
FRA,France,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,15.964,1995
FRA,France,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,16.070,1996
FRA,France,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,16.064,1997
FRA,France,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,16.011,1998
FRA,France,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,15.971,1999
FRA,France,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,15.164,2000
FRA,France,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,15.076,2001
FRA,France,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,15.032,2002
FRA,France,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,15.156,2003
FRA,France,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,15.142,2004
FRA,France,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,15.722,2005
FRA,France,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,15.703,2006
FRA,France,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,15.653,2007
FRA,France,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,15.590,2008
FRA,France,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,15.578,2009
FRA,France,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,15.697,2010
FRA,France,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,15.747,2011
FRA,France,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,15.828,2012
FRA,France,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,15.804,2013
FRA,France,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,15.815,2014
FRA,France,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,15.853,2015
FRA,France,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,15.962,2016
FRA,France,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,16.088,2017
FRA,France,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,16.202,2018
FRA,France,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,16.238,2019
FRA,France,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,16.337,2020
FRA,France,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,16.402,2021
FRA,France,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,16.402,2022
FRA,France,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,13.700,1990
FRA,France,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,14.173,1991
FRA,France,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,14.387,1992
FRA,France,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,14.486,1993
FRA,France,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,15.453,1994
FRA,France,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,15.586,1995
FRA,France,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,15.656,1996
FRA,France,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,15.581,1997
FRA,France,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,15.519,1998
FRA,France,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,15.482,1999
FRA,France,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,14.716,2000
FRA,France,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,14.632,2001
FRA,France,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,14.538,2002
FRA,France,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,14.585,2003
FRA,France,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,14.572,2004
FRA,France,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,15.146,2005
FRA,France,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,15.137,2006
FRA,France,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,15.055,2007
FRA,France,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,15.009,2008
FRA,France,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,14.970,2009
FRA,France,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,15.067,2010
FRA,France,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,15.091,2011
FRA,France,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,15.154,2012
FRA,France,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,15.124,2013
FRA,France,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,15.081,2014
FRA,France,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,15.179,2015
FRA,France,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,15.288,2016
FRA,France,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,15.398,2017
FRA,France,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,15.491,2018
FRA,France,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,15.506,2019
FRA,France,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,15.540,2020
FRA,France,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,15.585,2021
FRA,France,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,15.585,2022
FRA,France,gdi_group,GDI Group,GDI,Gender Development Index,1,2022
FRA,France,gii_rank,GII Rank,GII,Gender Inequality Index,24,2022
FRA,France,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,24417.040,1990
FRA,France,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,24726.142,1991
FRA,France,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,25214.808,1992
FRA,France,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,25238.885,1993
FRA,France,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,25841.252,1994
FRA,France,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,26460.327,1995
FRA,France,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,26929.367,1996
FRA,France,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,27492.056,1997
FRA,France,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,28589.950,1998
FRA,France,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,29292.518,1999
FRA,France,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,30154.138,2000
FRA,France,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,30687.364,2001
FRA,France,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,30770.504,2002
FRA,France,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,31453.694,2003
FRA,France,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,32066.265,2004
FRA,France,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,32794.797,2005
FRA,France,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,33910.655,2006
FRA,France,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,34752.859,2007
FRA,France,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,34672.197,2008
FRA,France,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,33577.252,2009
FRA,France,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,34257.930,2010
FRA,France,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,34978.876,2011
FRA,France,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,34658.209,2012
FRA,France,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,34783.757,2013
FRA,France,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,35366.418,2014
FRA,France,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,35653.960,2015
FRA,France,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,36046.552,2016
FRA,France,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,37196.417,2017
FRA,France,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,37668.788,2018
FRA,France,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,38390.096,2019
FRA,France,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,35452.332,2020
FRA,France,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,36398.893,2021
FRA,France,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,38135.298,2022
FRA,France,gni_pc_m,"Gross National Income Per Capita, male (2017 PPP$)",GDI,Gender Development Index,44032.652,1990
FRA,France,gni_pc_m,"Gross National Income Per Capita, male (2017 PPP$)",GDI,Gender Development Index,43767.029,1991
FRA,France,gni_pc_m,"Gross National Income Per Capita, male (2017 PPP$)",GDI,Gender Development Index,44113.637,1992
FRA,France,gni_pc_m,"Gross National Income Per Capita, male (2017 PPP$)",GDI,Gender Development Index,43411.060,1993
FRA,France,gni_pc_m,"Gross National Income Per Capita, male (2017 PPP$)",GDI,Gender Development Index,44054.180,1994
FRA,France,gni_pc_m,"Gross National Income Per Capita, male (2017 PPP$)",GDI,Gender Development Index,44652.055,1995
FRA,France,gni_pc_m,"Gross National Income Per Capita, male (2017 PPP$)",GDI,Gender Development Index,45302.002,1996
FRA,France,gni_pc_m,"Gross National Income Per Capita, male (2017 PPP$)",GDI,Gender Development Index,46437.921,1997
FRA,France,gni_pc_m,"Gross National Income Per Capita, male (2017 PPP$)",GDI,Gender Development Index,47770.955,1998
FRA,France,gni_pc_m,"Gross National Income Per Capita, male (2017 PPP$)",GDI,Gender Development Index,49834.223,1999
FRA,France,gni_pc_m,"Gross National Income Per Capita, male (2017 PPP$)",GDI,Gender Development Index,51174.603,2000
FRA,France,gni_pc_m,"Gross National Income Per Capita, male (2017 PPP$)",GDI,Gender Development Index,51830.486,2001
FRA,France,gni_pc_m,"Gross National Income Per Capita, male (2017 PPP$)",GDI,Gender Development Index,51458.534,2002
